FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,Target
104,269,192,181,286,severe
66,210,285,48,179,moderate
220,60,110,105,249,moderate
14,132,180,182,194,moderate
66,118,147,52,186,moderate
224,47,81,137,180,moderate
271,181,215,29,94,moderate
248,175,77,150,169,moderate
3,207,22,145,188,moderate
221,181,211,224,62,moderate
25,117,95,127,206,moderate
148,37,161,12,96,mild
251,227,52,294,237,severe
257,208,214,111,127,moderate
172,219,237,250,260,severe
278,73,248,130,230,moderate
132,37,109,190,219,moderate
92,151,34,38,219,moderate
41,182,194,220,206,moderate
30,111,136,22,28,mild
267,292,32,120,99,moderate
202,73,252,233,259,severe
108,218,80,10,122,moderate
281,167,269,169,51,moderate
65,73,247,219,286,moderate
90,222,231,260,60,moderate
146,240,151,120,27,moderate
7,69,32,5,35,mild
161,268,98,209,254,moderate
7,46,136,284,247,moderate
288,211,235,217,178,severe
139,47,182,176,47,moderate
182,141,76,14,276,moderate
18,98,131,55,250,moderate
278,90,230,248,251,severe
214,4,98,28,293,moderate
41,198,298,133,44,moderate
84,222,151,212,148,moderate
80,153,243,240,221,moderate
149,223,89,131,193,moderate
228,5,230,228,238,moderate
137,212,70,58,106,moderate
112,177,293,61,126,moderate
261,99,21,101,265,moderate
85,270,49,179,290,moderate
151,185,253,184,277,severe
210,271,36,51,37,moderate
250,201,290,232,112,severe
28,8,0,97,182,mild
233,157,283,222,78,moderate
257,285,13,205,1,moderate
211,239,242,208,25,moderate
252,159,289,71,221,moderate
115,294,20,87,42,moderate
243,82,286,259,66,moderate
298,168,290,148,163,severe
192,293,285,295,150,severe
24,273,280,238,191,severe
210,287,17,134,49,moderate
32,167,187,109,62,moderate
203,61,60,237,186,moderate
234,94,201,77,50,moderate
285,142,104,37,139,moderate
87,114,161,89,177,moderate
211,28,99,149,203,moderate
67,230,167,17,204,moderate
214,62,152,278,112,moderate
274,246,136,107,121,moderate
96,253,280,68,154,moderate
166,61,295,240,119,moderate
46,256,227,70,55,moderate
163,130,89,42,42,mild
227,4,93,283,83,moderate
43,36,145,29,79,mild
60,213,251,297,186,severe
208,122,116,41,242,moderate
254,152,106,49,285,moderate
188,100,152,105,264,moderate
221,289,30,39,211,moderate
81,98,114,176,50,moderate
185,5,170,233,120,moderate
242,252,199,225,54,moderate
238,215,73,121,195,moderate
163,286,49,156,228,moderate
265,128,61,138,246,moderate
185,145,53,263,256,moderate
50,297,129,31,124,moderate
18,180,30,164,171,moderate
6,31,171,9,93,mild
255,102,54,107,1,moderate
272,285,55,25,51,moderate
55,122,259,67,194,moderate
45,250,237,97,144,moderate
237,267,220,170,122,severe
63,3,290,143,149,moderate
248,72,35,89,7,mild
43,216,224,200,291,moderate
107,11,177,220,187,moderate
245,109,3,275,76,moderate
40,257,138,119,196,moderate
207,299,177,29,237,moderate
194,8,75,192,181,moderate
14,43,21,118,17,mild
24,205,172,56,223,moderate
71,2,10,295,30,mild
201,22,216,158,299,moderate
228,87,187,170,209,moderate
139,294,287,218,88,severe
252,159,230,218,201,severe
16,179,238,116,199,moderate
24,262,31,134,74,moderate
296,224,295,164,27,severe
42,146,253,251,244,moderate
144,25,73,28,97,mild
22,121,297,282,188,moderate
151,123,269,21,197,moderate
89,63,63,35,285,moderate
249,123,187,297,146,severe
166,187,48,54,166,moderate
188,265,198,94,212,moderate
199,47,102,194,205,moderate
269,239,40,53,179,moderate
28,48,134,138,166,moderate
267,5,191,120,204,moderate
294,52,230,182,14,moderate
274,221,242,190,161,severe
215,292,196,153,286,severe
298,81,246,11,256,moderate
80,163,1,82,51,mild
285,67,77,299,63,moderate
1,171,2,261,69,moderate
111,80,83,21,249,moderate
284,166,91,272,169,moderate
3,133,260,101,94,moderate
298,135,264,235,75,severe
136,253,179,56,187,moderate
290,290,105,46,72,moderate
286,260,142,217,280,severe
12,164,90,187,23,mild
5,289,114,188,129,moderate
258,230,262,160,169,severe
239,161,128,29,59,moderate
38,208,204,222,74,moderate
244,228,71,269,297,severe
214,263,94,29,28,moderate
250,137,9,57,25,mild
274,224,29,32,277,moderate
114,51,205,212,105,moderate
108,152,111,2,216,moderate
104,194,22,60,244,moderate
11,12,186,285,47,moderate
123,0,30,66,215,mild
40,73,203,130,75,moderate
164,138,280,85,190,moderate
65,262,79,180,200,moderate
171,178,195,102,291,moderate
89,25,253,218,221,moderate
218,95,185,112,40,moderate
243,24,236,225,271,moderate
66,185,31,245,194,moderate
97,282,263,175,7,moderate
181,191,50,183,72,moderate
296,9,12,12,292,moderate
20,35,222,123,230,moderate
10,83,171,79,1,mild
134,189,39,130,147,moderate
0,100,58,148,37,mild
38,141,229,227,7,moderate
10,235,24,49,214,moderate
62,291,161,255,148,moderate
171,77,291,70,77,moderate
0,291,298,266,5,moderate
43,202,256,17,271,moderate
121,288,292,193,148,severe
254,87,276,16,212,moderate
244,101,118,6,167,moderate
54,289,298,117,165,moderate
192,243,131,182,149,moderate
196,66,212,194,9,moderate
263,153,151,248,124,moderate
266,256,288,185,184,severe
221,73,138,286,67,moderate
114,81,167,95,243,moderate
76,140,108,19,163,moderate
184,97,159,31,159,moderate
101,24,47,94,86,mild
139,159,178,234,203,moderate
121,292,162,46,102,moderate
211,261,76,104,37,moderate
62,206,211,135,16,moderate
133,134,296,92,96,moderate
241,264,152,207,240,severe
263,38,63,182,269,moderate
193,174,257,200,250,severe
110,156,186,135,85,moderate
232,97,192,88,38,moderate
258,134,276,206,11,moderate
154,37,54,5,103,mild
165,92,289,261,257,severe
197,184,203,3,236,moderate
229,53,72,274,155,moderate
218,7,146,70,181,moderate
157,135,133,145,195,moderate
263,87,163,207,129,moderate
86,130,177,191,272,moderate
151,202,263,265,144,severe
251,41,105,214,19,moderate
183,257,7,218,133,moderate
183,184,109,174,91,moderate
10,223,107,172,86,moderate
199,41,199,218,235,moderate
154,76,137,227,64,moderate
244,0,234,168,6,moderate
97,259,273,294,215,severe
130,164,48,165,74,moderate
86,164,266,56,228,moderate
273,166,187,130,236,moderate
88,296,29,95,105,moderate
71,218,185,160,167,moderate
163,271,129,223,282,severe
100,0,274,132,162,moderate
30,196,15,210,43,mild
46,93,154,10,293,moderate
21,207,297,32,171,moderate
87,70,151,1,151,mild
157,148,230,262,290,severe
80,164,101,163,257,moderate
62,163,238,191,79,moderate
289,260,214,269,109,severe
115,168,251,137,180,moderate
62,96,260,231,174,moderate
76,101,63,269,126,moderate
281,13,127,128,155,moderate
180,8,225,235,162,moderate
205,286,198,213,214,severe
29,5,106,159,168,mild
119,115,44,23,50,mild
93,1,106,131,88,mild
203,208,299,248,208,severe
226,254,288,291,127,severe
261,295,293,170,221,severe
223,5,28,232,252,moderate
138,64,81,67,82,mild
200,135,80,228,163,moderate
210,213,41,193,198,moderate
159,164,242,283,97,moderate
129,30,89,252,234,moderate
79,32,197,198,287,moderate
132,206,196,219,197,moderate
238,31,292,175,45,moderate
61,269,270,221,72,moderate
192,172,202,296,83,moderate
82,136,150,290,72,moderate
245,2,279,25,78,moderate
2,76,145,280,87,moderate
95,151,158,141,248,moderate
83,202,234,50,252,moderate
47,101,172,83,75,mild
275,279,88,70,287,moderate
155,257,17,163,111,moderate
101,283,274,76,144,moderate
113,230,56,290,95,moderate
194,203,241,246,135,severe
137,199,161,280,156,moderate
242,215,174,263,178,severe
7,13,274,258,232,moderate
52,241,104,271,268,moderate
298,258,128,31,171,moderate
59,214,291,130,25,moderate
220,121,108,198,51,moderate
225,180,218,225,103,moderate
213,157,236,289,145,severe
42,254,157,230,119,moderate
16,279,110,152,205,moderate
135,4,231,288,126,moderate
26,70,113,201,28,mild
52,171,245,213,109,moderate
18,74,250,145,81,moderate
112,6,291,244,74,moderate
101,253,165,16,119,moderate
136,123,7,141,259,moderate
62,274,117,88,285,moderate
208,208,130,279,163,moderate
10,214,275,225,247,moderate
35,86,216,63,282,moderate
265,11,141,36,153,moderate
157,271,57,191,287,moderate
70,30,5,227,75,mild
87,243,75,244,179,moderate
176,299,251,67,231,severe
143,85,296,161,151,moderate
205,82,118,194,165,moderate
282,25,237,37,200,moderate
110,138,127,233,122,moderate
125,38,1,297,243,moderate
219,51,51,179,189,moderate
143,178,232,146,102,moderate
272,36,86,228,65,moderate
241,75,297,184,130,moderate
30,191,70,193,102,moderate
29,187,197,188,137,moderate
153,17,169,29,187,moderate
150,131,112,276,118,moderate
89,55,157,265,34,moderate
123,136,171,277,60,moderate
256,131,81,210,173,moderate
5,151,107,17,139,mild
206,136,261,76,9,moderate
28,268,268,8,8,moderate
291,77,9,98,215,moderate
24,44,253,275,176,moderate
1,299,35,201,218,moderate
220,78,162,78,261,moderate
155,293,137,215,18,moderate
278,254,67,98,208,moderate
277,293,209,215,160,severe
127,168,220,1,40,moderate
291,181,187,162,285,severe
104,216,115,251,250,moderate
182,90,90,85,57,moderate
111,38,231,177,147,moderate
100,179,120,28,169,moderate
267,285,292,80,6,moderate
205,271,138,145,234,moderate
88,168,201,110,36,moderate
156,257,29,40,234,moderate
11,200,263,238,285,moderate
223,62,151,22,143,moderate
266,69,77,259,194,moderate
10,97,117,20,245,mild
245,109,238,113,194,moderate
182,192,106,235,235,moderate
16,138,75,206,104,moderate
237,159,148,75,209,moderate
47,79,96,36,184,mild
88,130,107,85,258,moderate
176,183,269,230,251,severe
218,49,94,64,168,moderate
269,54,149,36,167,moderate
37,188,293,134,96,moderate
257,90,39,260,186,moderate
68,204,144,29,206,moderate
275,36,296,287,190,severe
117,8,20,297,83,moderate
197,51,67,65,61,mild
5,160,248,294,144,moderate
33,225,8,182,130,moderate
81,169,65,96,285,moderate
276,148,274,11,142,moderate
287,295,286,164,188,severe
178,156,251,245,299,severe
170,116,287,236,253,severe
3,259,28,3,15,mild
79,148,43,236,129,moderate
39,189,138,251,235,moderate
199,155,23,80,114,moderate
40,20,51,271,246,moderate
13,253,50,284,126,moderate
171,236,99,217,22,moderate
196,191,29,156,270,moderate
197,295,272,251,256,severe
35,58,40,258,59,mild
196,165,114,273,200,moderate
191,24,218,83,198,moderate
127,181,235,91,61,moderate
175,72,21,73,228,moderate
62,174,262,145,35,moderate
261,227,79,281,232,severe
47,166,262,163,70,moderate
4,90,103,192,35,mild
35,267,30,81,118,moderate
20,57,176,7,116,mild
52,151,53,155,45,mild
88,102,121,67,234,moderate
139,218,15,118,93,moderate
107,16,16,140,242,moderate
256,21,109,109,60,moderate
161,264,229,222,30,moderate
175,298,13,174,175,moderate
265,156,73,272,56,moderate
2,90,196,193,238,moderate
206,141,278,296,197,severe
11,121,68,92,83,mild
60,134,234,12,106,moderate
51,192,103,58,100,moderate
138,69,81,47,71,mild
29,62,222,147,184,moderate
101,64,44,269,99,moderate
234,56,290,78,33,moderate
167,140,252,92,158,moderate
208,272,295,108,261,severe
249,173,232,101,146,moderate
179,54,262,57,161,moderate
106,22,103,249,154,moderate
231,295,76,257,126,moderate
151,145,102,221,272,moderate
221,209,131,78,256,moderate
64,176,175,275,125,moderate
64,240,192,184,117,moderate
217,8,190,175,219,moderate
106,166,72,164,279,moderate
228,46,14,245,173,moderate
167,179,38,98,230,moderate
194,104,30,188,124,moderate
124,36,56,81,171,mild
287,240,296,130,239,severe
177,164,109,8,26,mild
222,237,150,229,228,severe
186,21,210,216,261,moderate
54,118,180,154,253,moderate
296,220,111,148,68,moderate
51,156,80,211,24,moderate
58,75,253,174,285,moderate
126,212,251,42,225,moderate
154,221,45,182,60,moderate
171,32,202,147,224,moderate
198,145,208,229,74,moderate
234,116,293,48,227,moderate
181,96,169,20,165,moderate
62,124,77,211,48,moderate
34,229,248,125,163,moderate
113,27,224,100,26,mild
296,223,131,230,210,severe
19,148,249,294,90,moderate
241,86,248,76,4,moderate
162,292,107,32,254,moderate
233,157,218,215,66,moderate
101,30,267,133,111,moderate
259,19,135,123,211,moderate
275,271,271,195,285,severe
218,26,157,70,93,moderate
157,170,146,154,229,moderate
230,115,124,43,0,moderate
121,291,139,222,195,moderate
229,220,221,50,5,moderate
18,299,100,115,226,moderate
81,70,226,116,108,moderate
129,182,8,240,279,moderate
119,31,96,283,100,moderate
127,129,172,208,38,moderate
298,299,60,293,6,moderate
115,86,127,223,93,moderate
97,59,229,32,31,mild
167,122,178,158,283,moderate
288,158,139,269,259,severe
87,171,202,152,107,moderate
146,135,75,254,257,moderate
54,248,210,128,140,moderate
105,175,68,244,68,moderate
195,211,198,149,62,moderate
42,160,277,175,275,moderate
265,239,43,111,65,moderate
102,61,73,264,295,moderate
145,86,65,42,294,moderate
231,221,159,85,262,moderate
15,251,138,54,166,moderate
88,126,262,157,152,moderate
141,88,153,104,79,moderate
237,166,52,94,47,moderate
259,84,298,180,254,severe
259,228,198,56,41,moderate
140,72,263,4,35,moderate
218,52,7,289,22,moderate
174,161,194,282,265,severe
204,273,142,198,66,moderate
288,280,139,226,67,severe
203,22,151,74,177,moderate
30,138,252,92,177,moderate
128,292,118,256,230,severe
98,108,79,223,236,moderate
199,127,238,24,18,moderate
129,234,149,265,244,severe
13,57,237,89,276,moderate
292,87,260,208,118,moderate
234,209,265,186,82,moderate
210,223,289,60,30,moderate
295,145,31,236,45,moderate
258,179,279,71,246,severe
188,285,46,229,92,moderate
212,146,229,250,151,moderate
28,97,14,103,167,mild
37,59,131,249,259,moderate
59,138,236,6,42,mild
292,247,208,18,276,severe
24,35,139,163,0,mild
52,227,46,94,242,moderate
85,15,171,53,167,mild
106,188,143,131,214,moderate
183,221,81,144,8,moderate
183,141,258,247,117,moderate
8,3,189,143,271,moderate
114,278,24,199,270,moderate
130,111,90,110,261,moderate
223,143,3,233,275,moderate
109,5,122,162,84,mild
124,112,216,242,248,moderate
254,267,174,64,235,moderate
161,230,0,134,139,moderate
235,204,253,245,21,moderate
207,250,165,153,69,moderate
193,81,97,43,12,mild
70,111,152,171,46,moderate
32,116,168,173,75,moderate
9,174,259,77,82,moderate
133,62,8,103,201,moderate
258,223,71,264,30,moderate
155,115,22,214,209,moderate
229,72,120,78,186,moderate
129,31,82,100,285,moderate
24,143,277,74,268,moderate
90,173,215,29,263,moderate
20,16,252,55,237,moderate
143,201,256,256,36,moderate
27,135,270,12,163,moderate
46,14,123,51,285,moderate
188,5,274,79,137,moderate
162,105,2,148,259,moderate
105,59,107,40,54,mild
242,3,272,138,256,moderate
270,32,212,43,118,moderate
256,65,247,51,195,moderate
62,158,245,187,224,moderate
163,40,71,214,69,moderate
94,65,57,213,111,moderate
112,139,180,31,47,moderate
44,151,28,146,115,mild
140,86,175,256,125,moderate
89,123,161,183,54,moderate
154,31,282,262,198,moderate
217,153,154,275,285,severe
243,165,18,297,201,moderate
197,292,75,184,228,moderate
263,262,138,18,136,moderate
0,142,38,212,293,moderate
215,3,272,298,183,moderate
15,247,182,12,267,moderate
215,140,193,200,215,moderate
64,27,204,73,44,mild
55,39,202,157,154,moderate
208,249,134,259,235,severe
4,146,147,113,223,moderate
179,15,174,40,83,mild
15,150,226,113,194,moderate
22,234,162,271,16,moderate
138,92,136,297,283,moderate
162,167,294,112,61,moderate
82,40,62,62,156,mild
9,47,125,38,55,mild
46,95,268,36,192,moderate
264,196,176,283,111,severe
92,144,276,247,216,moderate
117,2,216,255,103,moderate
282,256,215,191,75,severe
222,107,155,39,253,moderate
92,187,210,185,0,moderate
140,30,282,149,71,moderate
160,146,225,208,119,moderate
197,171,268,241,7,moderate
231,111,231,274,177,severe
232,8,124,149,28,moderate
294,97,113,243,10,moderate
179,172,34,139,223,moderate
116,11,190,170,189,moderate
219,177,270,10,116,moderate
71,234,77,14,7,mild
156,231,10,174,15,moderate
75,296,284,179,185,severe
253,64,115,266,238,moderate
113,47,176,214,38,moderate
194,197,78,173,111,moderate
79,114,172,123,226,moderate
96,236,299,269,142,severe
130,115,50,17,235,moderate
72,82,243,126,131,moderate
135,173,49,89,167,moderate
278,252,279,264,166,severe
272,147,295,278,134,severe
229,286,188,157,153,severe
48,59,87,21,84,mild
30,156,0,190,93,mild
208,166,11,205,225,moderate
100,8,168,290,119,moderate
245,240,77,224,97,moderate
163,183,255,47,60,moderate
71,209,275,52,254,moderate
267,169,20,261,232,moderate
98,52,63,207,68,mild
272,14,61,41,192,moderate
24,15,39,4,296,mild
83,126,179,10,285,moderate
13,55,106,83,45,mild
184,198,211,33,275,moderate
17,147,263,49,277,moderate
271,195,248,41,176,moderate
164,46,258,296,224,moderate
244,2,24,12,17,mild
210,87,275,285,209,severe
297,221,146,182,68,moderate
112,46,42,154,84,mild
159,49,71,203,40,moderate
193,298,296,197,50,severe
74,270,90,59,175,moderate
41,0,161,288,33,moderate
212,43,58,194,84,moderate
78,187,226,226,260,moderate
123,92,59,148,51,mild
26,196,289,77,9,moderate
249,81,70,36,44,mild
286,264,23,67,146,moderate
91,122,111,232,52,moderate
297,258,131,7,243,moderate
240,204,228,193,149,severe
148,63,149,253,151,moderate
81,263,37,165,263,moderate
155,179,70,126,141,moderate
266,207,299,45,158,moderate
145,130,149,3,285,moderate
265,159,148,270,54,moderate
293,204,146,68,283,moderate
99,236,171,85,169,moderate
41,41,127,29,281,moderate
151,115,298,233,95,moderate
155,28,64,241,128,moderate
26,226,142,216,218,moderate
79,214,229,8,295,moderate
159,89,223,214,197,moderate
10,7,86,127,190,mild
158,272,242,276,114,severe
141,66,62,158,93,moderate
172,26,39,91,142,mild
198,184,281,224,181,severe
210,170,246,182,283,severe
239,174,295,154,180,severe
75,281,84,297,5,moderate
30,50,283,243,72,moderate
171,154,249,25,162,moderate
228,175,210,218,6,moderate
39,48,72,220,167,moderate
84,296,65,19,243,moderate
208,239,39,235,259,moderate
249,148,7,93,180,moderate
57,97,82,229,183,moderate
82,70,129,64,160,moderate
3,230,118,70,147,moderate
142,1,251,85,245,moderate
249,271,279,44,295,severe
93,251,87,4,160,moderate
1,160,109,271,83,moderate
151,222,230,231,58,moderate
246,13,243,258,2,moderate
232,35,287,112,138,moderate
174,267,170,263,236,severe
62,245,87,13,118,moderate
110,217,175,292,265,severe
252,150,279,110,286,severe
76,228,250,19,178,moderate
254,69,83,115,125,moderate
103,35,165,183,236,moderate
93,283,199,250,214,severe
144,102,108,98,5,mild
39,238,286,160,207,moderate
196,93,28,44,103,mild
248,109,107,285,158,moderate
56,146,0,32,191,mild
257,230,146,224,64,moderate
181,160,78,227,255,moderate
142,46,214,201,201,moderate
42,211,21,31,43,mild
260,111,14,163,292,moderate
208,228,228,272,182,severe
239,31,69,85,215,moderate
111,119,130,140,43,moderate
116,109,298,221,189,moderate
58,97,245,160,177,moderate
151,245,272,98,136,moderate
107,64,203,116,88,moderate
61,291,187,2,233,moderate
26,16,171,136,30,mild
29,79,172,35,266,moderate
163,108,141,254,260,moderate
236,227,284,74,44,moderate
201,262,72,74,236,moderate
32,140,133,259,3,moderate
11,109,22,207,267,moderate
56,59,120,146,193,moderate
163,205,189,271,43,moderate
127,88,17,7,279,moderate
146,80,36,209,287,moderate
252,33,70,113,189,moderate
126,42,169,79,250,moderate
188,86,230,297,87,moderate
243,131,102,196,140,moderate
261,30,280,163,214,moderate
133,29,38,104,275,moderate
212,12,46,29,296,moderate
108,38,123,259,133,moderate
147,283,220,108,51,moderate
128,288,146,266,14,moderate
19,213,213,158,12,moderate
101,105,7,60,147,mild
197,128,38,77,25,mild
251,235,41,133,74,moderate
110,273,286,237,58,moderate
37,101,52,278,103,moderate
264,252,134,229,186,severe
260,297,137,106,104,moderate
277,64,6,20,171,moderate
188,33,53,239,84,moderate
213,142,148,6,263,moderate
51,201,97,278,90,moderate
211,177,292,175,220,severe
3,114,124,129,276,moderate
245,180,177,293,274,severe
141,269,41,299,19,moderate
99,127,116,23,173,moderate
153,51,178,117,84,moderate
122,124,15,36,54,mild
295,81,56,193,48,moderate
287,103,103,61,96,moderate
54,112,268,64,39,moderate
162,114,162,264,190,moderate
237,158,110,146,253,moderate
152,107,45,222,263,moderate
144,157,172,97,82,moderate
143,142,144,45,85,moderate
214,299,182,110,274,severe
114,85,158,247,54,moderate
38,133,41,201,221,moderate
237,229,20,191,20,moderate
175,64,201,67,65,moderate
215,63,17,31,7,mild
169,289,270,260,191,severe
134,58,122,127,4,mild
108,62,66,118,64,mild
27,220,84,40,292,moderate
26,147,206,213,17,moderate
142,170,68,203,199,moderate
9,292,189,56,71,moderate
222,254,92,91,72,moderate
73,270,189,183,205,moderate
25,297,220,225,281,severe
96,146,234,121,8,moderate
110,24,75,62,11,mild
150,13,51,15,260,mild
267,69,6,45,153,moderate
271,81,223,162,84,moderate
187,292,118,168,197,moderate
148,16,42,9,201,mild
12,236,76,43,254,moderate
157,283,242,165,144,moderate
1,69,58,64,93,mild
198,3,276,292,225,moderate
232,49,204,40,217,moderate
259,182,234,102,184,moderate
247,42,221,165,230,moderate
80,248,33,164,105,moderate
56,215,65,140,36,moderate
147,172,92,97,49,moderate
46,77,287,122,185,moderate
259,183,80,185,86,moderate
152,72,80,188,54,moderate
124,94,194,106,108,moderate
231,144,136,92,37,moderate
170,42,196,52,211,moderate
280,63,183,19,138,moderate
42,111,203,141,124,moderate
106,116,212,33,231,moderate
118,65,272,158,160,moderate
298,82,261,214,69,moderate
40,34,121,276,159,moderate
8,287,42,253,91,moderate
14,186,121,18,245,moderate
40,214,226,229,140,moderate
106,253,188,244,69,moderate
74,95,140,284,8,moderate
182,250,133,206,98,moderate
226,13,194,161,23,moderate
279,228,239,171,121,severe
117,212,218,249,1,moderate
194,67,61,184,109,moderate
46,26,92,180,273,moderate
215,197,181,247,272,severe
100,73,11,153,160,mild
291,265,242,178,169,severe
222,202,239,244,171,severe
282,37,196,31,79,moderate
100,189,167,92,53,moderate
242,144,28,26,87,moderate
24,1,30,48,272,mild
100,177,193,134,207,moderate
191,215,156,275,31,moderate
71,68,74,42,160,mild
277,265,41,241,251,severe
142,227,54,127,74,moderate
265,152,101,230,280,severe
155,126,177,252,268,moderate
155,78,164,21,166,moderate
65,2,101,42,193,mild
54,206,107,256,165,moderate
252,168,75,59,69,moderate
77,295,265,57,210,moderate
41,7,16,261,8,mild
124,234,245,222,5,moderate
155,253,154,189,184,moderate
64,152,52,226,223,moderate
93,46,86,73,43,mild
140,253,177,271,161,severe
172,234,274,22,41,moderate
182,194,289,79,285,severe
87,150,25,49,71,mild
117,196,60,65,238,moderate
139,113,166,121,71,moderate
71,235,105,71,61,moderate
190,165,35,47,256,moderate
165,53,287,37,188,moderate
17,146,206,119,19,moderate
172,8,290,151,92,moderate
85,199,281,74,46,moderate
227,11,152,210,180,moderate
116,269,266,111,155,moderate
199,15,139,262,194,moderate
54,77,141,172,182,moderate
77,87,256,80,98,moderate
94,269,86,169,264,moderate
212,15,91,186,3,moderate
128,161,51,86,264,moderate
222,64,212,266,162,moderate
93,15,157,1,132,mild
74,42,141,184,110,moderate
249,171,185,73,204,moderate
285,83,218,278,192,severe
68,265,44,199,71,moderate
198,55,193,93,177,moderate
147,24,16,48,231,mild
162,252,51,19,49,moderate
88,107,121,75,241,moderate
146,58,272,112,67,moderate
43,190,100,298,75,moderate
232,154,26,199,252,moderate
57,2,244,31,94,mild
33,279,209,206,197,moderate
200,147,56,33,127,moderate
219,194,88,50,5,moderate
108,239,265,14,260,moderate
154,93,131,180,116,moderate
272,202,197,114,132,moderate
146,31,114,191,74,moderate
250,294,111,186,13,moderate
28,177,199,121,280,moderate
293,216,135,175,243,severe
92,142,204,217,283,moderate
56,31,66,201,181,moderate
292,128,179,227,123,moderate
157,125,109,205,120,moderate
11,244,258,164,262,moderate
270,167,31,200,10,moderate
146,265,50,60,291,moderate
215,263,73,262,7,moderate
272,294,216,53,231,severe
140,163,154,71,12,moderate
145,246,232,116,174,moderate
40,286,139,299,64,moderate
246,278,278,40,63,moderate
15,9,45,19,74,mild
85,78,95,132,202,moderate
21,189,119,115,68,moderate
297,72,48,51,33,moderate
88,242,146,3,141,moderate
78,290,275,197,3,moderate
104,276,218,118,196,moderate
226,165,103,13,163,moderate
22,102,262,58,296,moderate
227,258,68,280,197,severe
152,30,6,54,247,mild
166,236,171,245,51,moderate
198,152,294,201,239,severe
260,72,299,39,35,moderate
45,176,76,124,167,moderate
251,149,109,208,218,moderate
294,281,67,31,41,moderate
219,286,226,90,134,moderate
211,77,298,157,132,moderate
22,182,44,16,247,moderate
22,124,70,207,174,moderate
245,116,127,211,200,moderate
15,189,180,142,80,moderate
58,249,113,37,134,moderate
15,85,174,72,8,mild
139,19,93,141,182,moderate
39,136,238,154,258,moderate
192,72,99,246,147,moderate
234,23,71,24,119,mild
58,112,162,180,146,moderate
131,121,187,153,74,moderate
29,5,231,174,116,moderate
5,274,206,169,95,moderate
123,85,65,158,12,mild
254,215,256,140,83,moderate
160,266,15,78,164,moderate
96,102,85,240,219,moderate
115,95,200,249,193,moderate
93,261,50,123,265,moderate
23,153,151,136,255,moderate
159,101,129,247,235,moderate
185,158,250,18,250,moderate
49,195,125,173,61,moderate
73,44,183,126,200,moderate
220,221,21,63,34,moderate
231,179,190,68,67,moderate
153,212,62,282,163,moderate
60,210,220,19,196,moderate
35,80,126,93,16,mild
187,167,242,227,262,severe
166,273,80,107,276,moderate
215,214,94,78,21,moderate
229,73,209,271,103,moderate
296,118,137,1,86,moderate
199,15,96,113,254,moderate
25,151,101,253,282,moderate
251,216,66,31,223,moderate
298,244,69,204,233,severe
101,70,130,210,64,moderate
151,63,8,28,13,mild
228,107,214,49,142,moderate
148,71,215,238,19,moderate
92,72,59,41,287,moderate
196,263,94,145,77,moderate
218,3,165,184,200,moderate
217,80,34,183,224,moderate
175,68,203,122,53,moderate
2,166,100,114,275,moderate
87,20,52,50,145,mild
74,65,23,8,183,mild
12,16,47,269,286,moderate
221,131,244,119,267,moderate
141,163,139,5,100,moderate
282,251,196,262,92,severe
26,166,259,0,258,moderate
78,205,140,207,89,moderate
254,118,26,184,74,moderate
139,71,266,129,230,moderate
64,237,80,82,293,moderate
265,189,211,58,283,severe
128,34,147,151,215,moderate
181,181,256,97,251,moderate
39,219,103,267,240,moderate
292,114,30,115,137,moderate
82,167,240,169,55,moderate
34,265,181,12,10,moderate
124,230,144,248,16,moderate
199,225,61,101,13,moderate
65,251,93,282,255,moderate
63,28,35,260,41,mild
38,162,208,239,174,moderate
83,220,143,109,130,moderate
124,240,181,240,109,moderate
237,276,233,155,105,severe
239,107,87,24,27,mild
28,30,20,109,30,mild
223,86,221,128,18,moderate
283,234,72,55,188,moderate
121,65,240,61,152,moderate
53,164,272,268,272,severe
189,189,159,202,237,moderate
251,217,7,45,280,moderate
74,28,224,294,192,moderate
139,0,268,151,207,moderate
197,204,134,102,296,moderate
257,259,99,82,72,moderate
264,141,11,28,290,moderate
3,263,182,20,82,moderate
165,226,124,121,271,moderate
180,201,207,275,245,severe
202,217,115,174,97,moderate
259,126,187,285,235,severe
177,232,286,282,169,severe
260,160,22,226,143,moderate
189,246,191,215,293,severe
159,247,284,78,197,moderate
225,289,92,16,8,moderate
227,140,284,40,210,moderate
60,262,18,24,139,moderate
251,184,43,46,139,moderate
197,179,283,186,187,severe
107,257,115,106,64,moderate
291,265,229,230,274,severe
11,286,159,60,263,moderate
67,40,69,188,10,mild
112,166,10,206,157,moderate
288,144,24,185,45,moderate
179,13,9,91,279,moderate
143,202,253,95,206,moderate
83,44,285,59,122,moderate
90,98,286,234,12,moderate
160,46,117,43,17,mild
67,143,234,139,146,moderate
113,259,27,15,57,mild
195,276,99,288,20,moderate
174,274,201,103,272,severe
71,262,183,41,198,moderate
292,144,207,187,80,moderate
171,137,10,58,228,moderate
274,298,43,137,219,moderate
240,87,240,129,104,moderate
161,240,142,20,254,moderate
104,223,130,176,134,moderate
253,237,126,173,117,moderate
224,207,74,34,168,moderate
110,187,282,102,35,moderate
256,247,279,132,230,severe
161,144,281,47,192,moderate
173,176,251,181,248,severe
40,185,84,240,108,moderate
